orgId,scheduleId,classId,studentId,achievedScore,totalScore,className,classType,programId,lessonPlanId,startAt,dueAt,ageRangeIds,ageRangeNames,gradeIds,gradeNames,subjectIds,subjectNames,category,categoryName,subcategory,subcategoryName
9d42af2a-d943-4bb7-84d8-9e2e28b0e290,60f130697e01f8cc253b82ff,53b45f78-c1e1-4c55-ade6-90a6c1ea13c0,2ab5da37-b3cb-59cb-aa6a-3a0ea5b8e2a3,12,12,Class1,live,7e19f8f8-d1a6-4e1d-bc3c-906b2fec6f8a,60f12ed2c73cc5079f0a960c,1626419400,0,7965d220-619d-400f-8cab-42bd98c7d23c;bb7982cd-020f-4e1a-93fc-4a6874917f07;fe0b81a4-5b02-4548-8fb0-d49cd4a4604a,3 - 4 year(s);4 - 5 year(s);5 - 6 year(s),3e7979f6-7375-450a-9818-ddb09b250bb2;a9f0217d-f7ec-4add-950d-4e8986ab2c82;d7e2e258-d4b3-4e95-b929-49ae702de4be,PreK-2;Kindergarten;PreK-1,7458c758-e3ff-4c8a-8db8-98cad6f5eac7,Speaking,ac72982f-0e7d-424e-8e2c-916efc5ef7b1,Vocabulary,18775ddc-af09-4f4b-a6c4-286927519dd9,Vocabulary
ab54b78e-7f6f-4464-8022-27413d1af20f,61051bd670d44dec23ef1367,9f5f8dc8-cc7d-43b8-89f2-c6caf1a1ee20,15892dba-8529-4a06-b909-b96070dffbe1,10,12,SenHong-2021-1,live,6427e3f8-9bc0-470b-927b-38d7136de8af,610355662dd069c109c3ca48,1627783800,0,7965d220-619d-400f-8cab-42bd98c7d23c;bb7982cd-020f-4e1a-93fc-4a6874917f07;fe0b81a4-5b02-4548-8fb0-d49cd4a4604a,3 - 4 year(s);4 - 5 year(s);5 - 6 year(s),a9f0217d-f7ec-4add-950d-4e8986ab2c82,Kindergarten,aefe49a0-48ce-47d6-93a6-ab0a783df798,ESL,3298009d-e299-4535-a9b3-fb7bdf352c02,Oral Language,b419a394-e3da-4c2e-a0d5-34bc0c54e767,Vocabulary
ab54b78e-7f6f-4464-8022-27413d1af20f,61051bd670d44dec23ef1367,9f5f8dc8-cc7d-43b8-89f2-c6caf1a1ee20,bd1fe47c-eb29-4244-ac86-00b7d5eeab24,24,24,SenHong-2021-1,live,6427e3f8-9bc0-470b-927b-38d7136de8af,610355662dd069c109c3ca48,1627783800,0,7965d220-619d-400f-8cab-42bd98c7d23c;bb7982cd-020f-4e1a-93fc-4a6874917f07;fe0b81a4-5b02-4548-8fb0-d49cd4a4604a,3 - 4 year(s);4 - 5 year(s);5 - 6 year(s),a9f0217d-f7ec-4add-950d-4e8986ab2c82,Kindergarten,aefe49a0-48ce-47d6-93a6-ab0a783df798,ESL,3298009d-e299-4535-a9b3-fb7bdf352c02,Oral Language,b419a394-e3da-4c2e-a0d5-34bc0c54e767,Vocabulary
ab54b78e-7f6f-4464-8022-27413d1af20f,61051bd670d44dec23ef1367,9f5f8dc8-cc7d-43b8-89f2-c6caf1a1ee20,ec2d8d60-3a66-4ca5-b348-c3c72db92282,24,24,SenHong-2021-1,live,6427e3f8-9bc0-470b-927b-38d7136de8af,610355662dd069c109c3ca48,1627783800,0,7965d220-619d-400f-8cab-42bd98c7d23c;bb7982cd-020f-4e1a-93fc-4a6874917f07;fe0b81a4-5b02-4548-8fb0-d49cd4a4604a,3 - 4 year(s);4 - 5 year(s);5 - 6 year(s),a9f0217d-f7ec-4add-950d-4e8986ab2c82,Kindergarten,aefe49a0-48ce-47d6-93a6-ab0a783df798,ESL,3298009d-e299-4535-a9b3-fb7bdf352c02,Oral Language,b419a394-e3da-4c2e-a0d5-34bc0c54e767,Vocabulary
ab54b78e-7f6f-4464-8022-27413d1af20f,61051bd670d44dec23ef1367,9f5f8dc8-cc7d-43b8-89f2-c6caf1a1ee20,b916d9aa-aef8-4b80-9410-1a9325323518,3,3,SenHong-2021-1,live,6427e3f8-9bc0-470b-927b-38d7136de8af,610355662dd069c109c3ca48,1627783800,0,7965d220-619d-400f-8cab-42bd98c7d23c;bb7982cd-020f-4e1a-93fc-4a6874917f07;fe0b81a4-5b02-4548-8fb0-d49cd4a4604a,3 - 4 year(s);4 - 5 year(s);5 - 6 year(s),a9f0217d-f7ec-4add-950d-4e8986ab2c82,Kindergarten,aefe49a0-48ce-47d6-93a6-ab0a783df798,ESL,3298009d-e299-4535-a9b3-fb7bdf352c02,Oral Language,b419a394-e3da-4c2e-a0d5-34bc0c54e767,Vocabulary
ab54b78e-7f6f-4464-8022-27413d1af20f,61051bd670d44dec23ef1367,9f5f8dc8-cc7d-43b8-89f2-c6caf1a1ee20,4df48d1b-66b2-4f0a-a5cc-ce985564c4c8,1,3,SenHong-2021-1,live,6427e3f8-9bc0-470b-927b-38d7136de8af,610355662dd069c109c3ca48,1627783800,0,7965d220-619d-400f-8cab-42bd98c7d23c;bb7982cd-020f-4e1a-93fc-4a6874917f07;fe0b81a4-5b02-4548-8fb0-d49cd4a4604a,3 - 4 year(s);4 - 5 year(s);5 - 6 year(s),a9f0217d-f7ec-4add-950d-4e8986ab2c82,Kindergarten,aefe49a0-48ce-47d6-93a6-ab0a783df798,ESL,3298009d-e299-4535-a9b3-fb7bdf352c02,Oral Language,b419a394-e3da-4c2e-a0d5-34bc0c54e767,Vocabulary
ab54b78e-7f6f-4464-8022-27413d1af20f,61051bd670d44dec23ef1367,9f5f8dc8-cc7d-43b8-89f2-c6caf1a1ee20,5ed22f0d-0201-4ed4-b163-67ed743a6d61,8,28,SenHong-2021-1,live,6427e3f8-9bc0-470b-927b-38d7136de8af,610355662dd069c109c3ca48,1627783800,0,7965d220-619d-400f-8cab-42bd98c7d23c;bb7982cd-020f-4e1a-93fc-4a6874917f07;fe0b81a4-5b02-4548-8fb0-d49cd4a4604a,3 - 4 year(s);4 - 5 year(s);5 - 6 year(s),a9f0217d-f7ec-4add-950d-4e8986ab2c82,Kindergarten,aefe49a0-48ce-47d6-93a6-ab0a783df798,ESL,3298009d-e299-4535-a9b3-fb7bdf352c02,Oral Language,b419a394-e3da-4c2e-a0d5-34bc0c54e767,Vocabulary
ab54b78e-7f6f-4464-8022-27413d1af20f,61051bd670d44dec23ef1367,9f5f8dc8-cc7d-43b8-89f2-c6caf1a1ee20,61150caf-7285-453f-aae1-70b4341a6e45,24,24,SenHong-2021-1,live,6427e3f8-9bc0-470b-927b-38d7136de8af,610355662dd069c109c3ca48,1627783800,0,7965d220-619d-400f-8cab-42bd98c7d23c;bb7982cd-020f-4e1a-93fc-4a6874917f07;fe0b81a4-5b02-4548-8fb0-d49cd4a4604a,3 - 4 year(s);4 - 5 year(s);5 - 6 year(s),a9f0217d-f7ec-4add-950d-4e8986ab2c82,Kindergarten,aefe49a0-48ce-47d6-93a6-ab0a783df798,ESL,3298009d-e299-4535-a9b3-fb7bdf352c02,Oral Language,b419a394-e3da-4c2e-a0d5-34bc0c54e767,Vocabulary
ab54b78e-7f6f-4464-8022-27413d1af20f,61051c472dd069c109c40599,d04d104e-5bd7-4676-874c-f763bc4c6894,0df5c000-e39a-4bac-a13e-9663f1960e8d,24,24,SenHong-2021-2,live,6427e3f8-9bc0-470b-927b-38d7136de8af,610355662dd069c109c3ca48,1627787400,0,7965d220-619d-400f-8cab-42bd98c7d23c;bb7982cd-020f-4e1a-93fc-4a6874917f07;fe0b81a4-5b02-4548-8fb0-d49cd4a4604a,3 - 4 year(s);4 - 5 year(s);5 - 6 year(s),a9f0217d-f7ec-4add-950d-4e8986ab2c82,Kindergarten,aefe49a0-48ce-47d6-93a6-ab0a783df798,ESL,3298009d-e299-4535-a9b3-fb7bdf352c02,Oral Language,b419a394-e3da-4c2e-a0d5-34bc0c54e767,Vocabulary
ab54b78e-7f6f-4464-8022-27413d1af20f,61051c472dd069c109c40599,d04d104e-5bd7-4676-874c-f763bc4c6894,89a6481c-c6fb-4cb8-8940-6ba399a35516,22,24,SenHong-2021-2,live,6427e3f8-9bc0-470b-927b-38d7136de8af,610355662dd069c109c3ca48,1627787400,0,7965d220-619d-400f-8cab-42bd98c7d23c;bb7982cd-020f-4e1a-93fc-4a6874917f07;fe0b81a4-5b02-4548-8fb0-d49cd4a4604a,3 - 4 year(s);4 - 5 year(s);5 - 6 year(s),a9f0217d-f7ec-4add-950d-4e8986ab2c82,Kindergarten,aefe49a0-48ce-47d6-93a6-ab0a783df798,ESL,3298009d-e299-4535-a9b3-fb7bdf352c02,Oral Language,b419a394-e3da-4c2e-a0d5-34bc0c54e767,Vocabulary
ab54b78e-7f6f-4464-8022-27413d1af20f,61051c472dd069c109c40599,d04d104e-5bd7-4676-874c-f763bc4c6894,6dcce1f3-c13e-4c86-8e34-1d5b23222f20,11,24,SenHong-2021-2,live,6427e3f8-9bc0-470b-927b-38d7136de8af,610355662dd069c109c3ca48,1627787400,0,7965d220-619d-400f-8cab-42bd98c7d23c;bb7982cd-020f-4e1a-93fc-4a6874917f07;fe0b81a4-5b02-4548-8fb0-d49cd4a4604a,3 - 4 year(s);4 - 5 year(s);5 - 6 year(s),a9f0217d-f7ec-4add-950d-4e8986ab2c82,Kindergarten,aefe49a0-48ce-47d6-93a6-ab0a783df798,ESL,3298009d-e299-4535-a9b3-fb7bdf352c02,Oral Language,b419a394-e3da-4c2e-a0d5-34bc0c54e767,Vocabulary
ab54b78e-7f6f-4464-8022-27413d1af20f,610520d770d44dec23ef2c78,ce7565ac-70df-4d6d-a2c1-d731bc5b6bf7,58d05f1d-9d8e-423b-868d-a305b3a3709a,24,24,TuoiTho-2021-4,live,6427e3f8-9bc0-470b-927b-38d7136de8af,610355662dd069c109c3ca48,1627809000,0,7965d220-619d-400f-8cab-42bd98c7d23c;bb7982cd-020f-4e1a-93fc-4a6874917f07;fe0b81a4-5b02-4548-8fb0-d49cd4a4604a,3 - 4 year(s);4 - 5 year(s);5 - 6 year(s),a9f0217d-f7ec-4add-950d-4e8986ab2c82,Kindergarten,aefe49a0-48ce-47d6-93a6-ab0a783df798,ESL,3298009d-e299-4535-a9b3-fb7bdf352c02,Oral Language,b419a394-e3da-4c2e-a0d5-34bc0c54e767,Vocabulary
ab54b78e-7f6f-4464-8022-27413d1af20f,610520d770d44dec23ef2c78,ce7565ac-70df-4d6d-a2c1-d731bc5b6bf7,37f5e98d-7eda-4f74-b119-65865c89059c,25,28,TuoiTho-2021-4,live,6427e3f8-9bc0-470b-927b-38d7136de8af,610355662dd069c109c3ca48,1627809000,0,7965d220-619d-400f-8cab-42bd98c7d23c;bb7982cd-020f-4e1a-93fc-4a6874917f07;fe0b81a4-5b02-4548-8fb0-d49cd4a4604a,3 - 4 year(s);4 - 5 year(s);5 - 6 year(s),a9f0217d-f7ec-4add-950d-4e8986ab2c82,Kindergarten,aefe49a0-48ce-47d6-93a6-ab0a783df798,ESL,3298009d-e299-4535-a9b3-fb7bdf352c02,Oral Language,b419a394-e3da-4c2e-a0d5-34bc0c54e767,Vocabulary
ab54b78e-7f6f-4464-8022-27413d1af20f,610520d770d44dec23ef2c78,ce7565ac-70df-4d6d-a2c1-d731bc5b6bf7,4df48d1b-66b2-4f0a-a5cc-ce985564c4c8,3,3,TuoiTho-2021-4,live,6427e3f8-9bc0-470b-927b-38d7136de8af,610355662dd069c109c3ca48,1627809000,0,7965d220-619d-400f-8cab-42bd98c7d23c;bb7982cd-020f-4e1a-93fc-4a6874917f07;fe0b81a4-5b02-4548-8fb0-d49cd4a4604a,3 - 4 year(s);4 - 5 year(s);5 - 6 year(s),a9f0217d-f7ec-4add-950d-4e8986ab2c82,Kindergarten,aefe49a0-48ce-47d6-93a6-ab0a783df798,ESL,3298009d-e299-4535-a9b3-fb7bdf352c02,Oral Language,b419a394-e3da-4c2e-a0d5-34bc0c54e767,Vocabulary
ab54b78e-7f6f-4464-8022-27413d1af20f,610520d770d44dec23ef2c78,ce7565ac-70df-4d6d-a2c1-d731bc5b6bf7,47ec0247-4bb2-4a1c-bc03-529a627518a8,22,28,TuoiTho-2021-4,live,6427e3f8-9bc0-470b-927b-38d7136de8af,610355662dd069c109c3ca48,1627809000,0,7965d220-619d-400f-8cab-42bd98c7d23c;bb7982cd-020f-4e1a-93fc-4a6874917f07;fe0b81a4-5b02-4548-8fb0-d49cd4a4604a,3 - 4 year(s);4 - 5 year(s);5 - 6 year(s),a9f0217d-f7ec-4add-950d-4e8986ab2c82,Kindergarten,aefe49a0-48ce-47d6-93a6-ab0a783df798,ESL,3298009d-e299-4535-a9b3-fb7bdf352c02,Oral Language,b419a394-e3da-4c2e-a0d5-34bc0c54e767,Vocabulary
7aa8874d-7bea-4915-b832-de2d8506741c,61cbd380319b2c503d91020b,18a9e654-1c1a-471d-bfd0-b84c95de3f82,5d9dd2bf-3992-4d26-a456-f6c39d151ae4,5,10,M Class 1,live,75004121-0c0d-486c-ba65-4c57deacb44b,60f90eb22dd069c109c30b97,1640748600,0,145edddc-2019-43d9-97e1-c5830e7ed689;7965d220-619d-400f-8cab-42bd98c7d23c;bb7982cd-020f-4e1a-93fc-4a6874917f07;fe0b81a4-5b02-4548-8fb0-d49cd4a4604a,6 - 7 year(s);3 - 4 year(s);4 - 5 year(s);5 - 6 year(s),0ecb8fa9-d77e-4dd3-b220-7e79704f1b03;66fcda51-33c8-4162-a8d1-0337e1d6ade3;a9f0217d-f7ec-4add-950d-4e8986ab2c82,PreK-1;PreK-2;Kindergarten,20d6ca2f-13df-4a7a-8dcb-955908db7baa,Language/Literacy,84b8f87a-7b61-4580-a190-a9ce3fe90dd3,Speech & Language Skills,2d1152a3-fb03-4c4e-aeba-98856c3241bd,Vocabulary
5e4caa2f-1bba-4ee7-8bf8-b909a59a69ec,61efb3cc728452cc7c9e202e,94f64c77-fe95-4463-933f-c210990f6e9b,3b1dfb5f-6bb3-467c-a5ff-387edb8c5602,22,34,ImaGen - Online Class,live,957e160a-7cef-4684-8aff-06c4f033594d,618ca3f59f058d36db962626,1643099400,0,fe0b81a4-5b02-4548-8fb0-d49cd4a4604a,5 - 6 year(s),null,null,49c8d5ee-472b-47a6-8c57-58daf863c2e1,Language/Literacy,d896bf1a-fb5b-4a57-b833-87b0959ba926,Knowledge,cd06e622-a323-40f3-8409-5384395e00d2,Science
94c33343-0736-4100-9c61-704f098b2453,6220a5920c45ab01e391d5ee,13d94984-0bfa-4d1a-b01c-927f8fa3c86e,b2f7136b-7eaa-440a-8942-b18218ab4239,1,1,Class1B,study,75004121-0c0d-486c-ba65-4c57deacb44b,61e93604728452cc7c9b236b,0,1646326799,145edddc-2019-43d9-97e1-c5830e7ed689;7965d220-619d-400f-8cab-42bd98c7d23c;bb7982cd-020f-4e1a-93fc-4a6874917f07;fe0b81a4-5b02-4548-8fb0-d49cd4a4604a,6 - 7 year(s);3 - 4 year(s);4 - 5 year(s);5 - 6 year(s),0ecb8fa9-d77e-4dd3-b220-7e79704f1b03;66fcda51-33c8-4162-a8d1-0337e1d6ade3;a9f0217d-f7ec-4add-950d-4e8986ab2c82,PreK-1;PreK-2;Kindergarten,20d6ca2f-13df-4a7a-8dcb-955908db7baa,Language/Literacy,ce9014a4-01a9-49d5-bf10-6b08bc454fc1,Fine Motor Skills,null,null
9d42af2a-d943-4bb7-84d8-9e2e28b0e290,60ee8784c73cc5079f0a5fd2,a2fb5112-af97-426e-99ad-b2e27ab3a4f1,64f736fa-a467-518b-8d94-b17ad55646c0,3,7,Class test Capacity,live,75004121-0c0d-486c-ba65-4c57deacb44b,60ee87177e01f8cc253b4d4f,1626251400,0,145edddc-2019-43d9-97e1-c5830e7ed689;7965d220-619d-400f-8cab-42bd98c7d23c;bb7982cd-020f-4e1a-93fc-4a6874917f07;fe0b81a4-5b02-4548-8fb0-d49cd4a4604a,6 - 7 year(s);3 - 4 year(s);4 - 5 year(s);5 - 6 year(s),0ecb8fa9-d77e-4dd3-b220-7e79704f1b03;66fcda51-33c8-4162-a8d1-0337e1d6ade3;a9f0217d-f7ec-4add-950d-4e8986ab2c82,PreK-1;PreK-2;Kindergarten,20d6ca2f-13df-4a7a-8dcb-955908db7baa,Language/Literacy,84b8f87a-7b61-4580-a190-a9ce3fe90dd3,Speech & Language Skills,2d1152a3-fb03-4c4e-aeba-98856c3241bd,Vocabulary
9d42af2a-d943-4bb7-84d8-9e2e28b0e290,60ee8784c73cc5079f0a5fd2,a2fb5112-af97-426e-99ad-b2e27ab3a4f1,d58b10f2-a26e-47b7-a6c2-e615bb65fdf4,5,7,Class test Capacity,live,75004121-0c0d-486c-ba65-4c57deacb44b,60ee87177e01f8cc253b4d4f,1626251400,0,145edddc-2019-43d9-97e1-c5830e7ed689;7965d220-619d-400f-8cab-42bd98c7d23c;bb7982cd-020f-4e1a-93fc-4a6874917f07;fe0b81a4-5b02-4548-8fb0-d49cd4a4604a,6 - 7 year(s);3 - 4 year(s);4 - 5 year(s);5 - 6 year(s),0ecb8fa9-d77e-4dd3-b220-7e79704f1b03;66fcda51-33c8-4162-a8d1-0337e1d6ade3;a9f0217d-f7ec-4add-950d-4e8986ab2c82,PreK-1;PreK-2;Kindergarten,20d6ca2f-13df-4a7a-8dcb-955908db7baa,Language/Literacy,84b8f87a-7b61-4580-a190-a9ce3fe90dd3,Speech & Language Skills,2d1152a3-fb03-4c4e-aeba-98856c3241bd,Vocabulary
9d42af2a-d943-4bb7-84d8-9e2e28b0e290,60ee8784c73cc5079f0a5fd2,a2fb5112-af97-426e-99ad-b2e27ab3a4f1,0ebc17b1-d2e6-4f19-adc7-2a2928b31530,2,4,Class test Capacity,live,75004121-0c0d-486c-ba65-4c57deacb44b,60ee87177e01f8cc253b4d4f,1626251400,0,145edddc-2019-43d9-97e1-c5830e7ed689;7965d220-619d-400f-8cab-42bd98c7d23c;bb7982cd-020f-4e1a-93fc-4a6874917f07;fe0b81a4-5b02-4548-8fb0-d49cd4a4604a,6 - 7 year(s);3 - 4 year(s);4 - 5 year(s);5 - 6 year(s),0ecb8fa9-d77e-4dd3-b220-7e79704f1b03;66fcda51-33c8-4162-a8d1-0337e1d6ade3;a9f0217d-f7ec-4add-950d-4e8986ab2c82,PreK-1;PreK-2;Kindergarten,20d6ca2f-13df-4a7a-8dcb-955908db7baa,Language/Literacy,84b8f87a-7b61-4580-a190-a9ce3fe90dd3,Speech & Language Skills,2d1152a3-fb03-4c4e-aeba-98856c3241bd,Vocabulary
9d42af2a-d943-4bb7-84d8-9e2e28b0e290,60ee8784c73cc5079f0a5fd2,a2fb5112-af97-426e-99ad-b2e27ab3a4f1,1fef5d29-50e5-4513-879b-e5db5f3f6502,6,7,Class test Capacity,live,75004121-0c0d-486c-ba65-4c57deacb44b,60ee87177e01f8cc253b4d4f,1626251400,0,145edddc-2019-43d9-97e1-c5830e7ed689;7965d220-619d-400f-8cab-42bd98c7d23c;bb7982cd-020f-4e1a-93fc-4a6874917f07;fe0b81a4-5b02-4548-8fb0-d49cd4a4604a,6 - 7 year(s);3 - 4 year(s);4 - 5 year(s);5 - 6 year(s),0ecb8fa9-d77e-4dd3-b220-7e79704f1b03;66fcda51-33c8-4162-a8d1-0337e1d6ade3;a9f0217d-f7ec-4add-950d-4e8986ab2c82,PreK-1;PreK-2;Kindergarten,20d6ca2f-13df-4a7a-8dcb-955908db7baa,Language/Literacy,84b8f87a-7b61-4580-a190-a9ce3fe90dd3,Speech & Language Skills,2d1152a3-fb03-4c4e-aeba-98856c3241bd,Vocabulary
9d42af2a-d943-4bb7-84d8-9e2e28b0e290,60ee8784c73cc5079f0a5fd2,a2fb5112-af97-426e-99ad-b2e27ab3a4f1,98179ccb-4208-5c4e-995a-303110e42281,2,2,Class test Capacity,live,75004121-0c0d-486c-ba65-4c57deacb44b,60ee87177e01f8cc253b4d4f,1626251400,0,145edddc-2019-43d9-97e1-c5830e7ed689;7965d220-619d-400f-8cab-42bd98c7d23c;bb7982cd-020f-4e1a-93fc-4a6874917f07;fe0b81a4-5b02-4548-8fb0-d49cd4a4604a,6 - 7 year(s);3 - 4 year(s);4 - 5 year(s);5 - 6 year(s),0ecb8fa9-d77e-4dd3-b220-7e79704f1b03;66fcda51-33c8-4162-a8d1-0337e1d6ade3;a9f0217d-f7ec-4add-950d-4e8986ab2c82,PreK-1;PreK-2;Kindergarten,20d6ca2f-13df-4a7a-8dcb-955908db7baa,Language/Literacy,84b8f87a-7b61-4580-a190-a9ce3fe90dd3,Speech & Language Skills,2d1152a3-fb03-4c4e-aeba-98856c3241bd,Vocabulary
9d42af2a-d943-4bb7-84d8-9e2e28b0e290,60ee8784c73cc5079f0a5fd2,a2fb5112-af97-426e-99ad-b2e27ab3a4f1,7d3be47f-f3cc-418c-aa3a-50d086b48109,2,3,Class test Capacity,live,75004121-0c0d-486c-ba65-4c57deacb44b,60ee87177e01f8cc253b4d4f,1626251400,0,145edddc-2019-43d9-97e1-c5830e7ed689;7965d220-619d-400f-8cab-42bd98c7d23c;bb7982cd-020f-4e1a-93fc-4a6874917f07;fe0b81a4-5b02-4548-8fb0-d49cd4a4604a,6 - 7 year(s);3 - 4 year(s);4 - 5 year(s);5 - 6 year(s),0ecb8fa9-d77e-4dd3-b220-7e79704f1b03;66fcda51-33c8-4162-a8d1-0337e1d6ade3;a9f0217d-f7ec-4add-950d-4e8986ab2c82,PreK-1;PreK-2;Kindergarten,20d6ca2f-13df-4a7a-8dcb-955908db7baa,Language/Literacy,84b8f87a-7b61-4580-a190-a9ce3fe90dd3,Speech & Language Skills,2d1152a3-fb03-4c4e-aeba-98856c3241bd,Vocabulary
9d42af2a-d943-4bb7-84d8-9e2e28b0e290,60ee8784c73cc5079f0a5fd2,a2fb5112-af97-426e-99ad-b2e27ab3a4f1,1212df3a-214a-4be0-af2f-9f19fa5721e9,5,10,Class test Capacity,live,75004121-0c0d-486c-ba65-4c57deacb44b,60ee87177e01f8cc253b4d4f,1626251400,0,145edddc-2019-43d9-97e1-c5830e7ed689;7965d220-619d-400f-8cab-42bd98c7d23c;bb7982cd-020f-4e1a-93fc-4a6874917f07;fe0b81a4-5b02-4548-8fb0-d49cd4a4604a,6 - 7 year(s);3 - 4 year(s);4 - 5 year(s);5 - 6 year(s),0ecb8fa9-d77e-4dd3-b220-7e79704f1b03;66fcda51-33c8-4162-a8d1-0337e1d6ade3;a9f0217d-f7ec-4add-950d-4e8986ab2c82,PreK-1;PreK-2;Kindergarten,20d6ca2f-13df-4a7a-8dcb-955908db7baa,Language/Literacy,84b8f87a-7b61-4580-a190-a9ce3fe90dd3,Speech & Language Skills,2d1152a3-fb03-4c4e-aeba-98856c3241bd,Vocabulary
9d42af2a-d943-4bb7-84d8-9e2e28b0e290,60ee8784c73cc5079f0a5fd2,a2fb5112-af97-426e-99ad-b2e27ab3a4f1,89608cd8-35d3-4c8c-bef5-087635a21ac1,1,3,Class test Capacity,live,75004121-0c0d-486c-ba65-4c57deacb44b,60ee87177e01f8cc253b4d4f,1626251400,0,145edddc-2019-43d9-97e1-c5830e7ed689;7965d220-619d-400f-8cab-42bd98c7d23c;bb7982cd-020f-4e1a-93fc-4a6874917f07;fe0b81a4-5b02-4548-8fb0-d49cd4a4604a,6 - 7 year(s);3 - 4 year(s);4 - 5 year(s);5 - 6 year(s),0ecb8fa9-d77e-4dd3-b220-7e79704f1b03;66fcda51-33c8-4162-a8d1-0337e1d6ade3;a9f0217d-f7ec-4add-950d-4e8986ab2c82,PreK-1;PreK-2;Kindergarten,20d6ca2f-13df-4a7a-8dcb-955908db7baa,Language/Literacy,84b8f87a-7b61-4580-a190-a9ce3fe90dd3,Speech & Language Skills,2d1152a3-fb03-4c4e-aeba-98856c3241bd,Vocabulary
9d42af2a-d943-4bb7-84d8-9e2e28b0e290,60ee8784c73cc5079f0a5fd2,a2fb5112-af97-426e-99ad-b2e27ab3a4f1,2ab5da37-b3cb-59cb-aa6a-3a0ea5b8e2a3,7,8,Class test Capacity,live,75004121-0c0d-486c-ba65-4c57deacb44b,60ee87177e01f8cc253b4d4f,1626251400,0,145edddc-2019-43d9-97e1-c5830e7ed689;7965d220-619d-400f-8cab-42bd98c7d23c;bb7982cd-020f-4e1a-93fc-4a6874917f07;fe0b81a4-5b02-4548-8fb0-d49cd4a4604a,6 - 7 year(s);3 - 4 year(s);4 - 5 year(s);5 - 6 year(s),0ecb8fa9-d77e-4dd3-b220-7e79704f1b03;66fcda51-33c8-4162-a8d1-0337e1d6ade3;a9f0217d-f7ec-4add-950d-4e8986ab2c82,PreK-1;PreK-2;Kindergarten,20d6ca2f-13df-4a7a-8dcb-955908db7baa,Language/Literacy,84b8f87a-7b61-4580-a190-a9ce3fe90dd3,Speech & Language Skills,2d1152a3-fb03-4c4e-aeba-98856c3241bd,Vocabulary
